index,value_hex,is_trigger,ch7,ch6,ch5,ch4,ch3,ch2,ch1,ch0
161,00,0,0,0,0,0,0,0,0,0
162,00,0,0,0,0,0,0,0,0,0
163,00,0,0,0,0,0,0,0,0,0
164,00,0,0,0,0,0,0,0,0,0
165,00,0,0,0,0,0,0,0,0,0
166,00,0,0,0,0,0,0,0,0,0
167,00,0,0,0,0,0,0,0,0,0
168,00,0,0,0,0,0,0,0,0,0
169,00,0,0,0,0,0,0,0,0,0
170,00,0,0,0,0,0,0,0,0,0
171,00,0,0,0,0,0,0,0,0,0
172,00,0,0,0,0,0,0,0,0,0
173,00,0,0,0,0,0,0,0,0,0
174,00,0,0,0,0,0,0,0,0,0
175,00,0,0,0,0,0,0,0,0,0
176,00,0,0,0,0,0,0,0,0,0
177,00,0,0,0,0,0,0,0,0,0
178,00,0,0,0,0,0,0,0,0,0
179,00,0,0,0,0,0,0,0,0,0
180,00,0,0,0,0,0,0,0,0,0
181,00,0,0,0,0,0,0,0,0,0
182,00,0,0,0,0,0,0,0,0,0
183,00,0,0,0,0,0,0,0,0,0
184,00,0,0,0,0,0,0,0,0,0
185,00,0,0,0,0,0,0,0,0,0
186,00,0,0,0,0,0,0,0,0,0
187,00,0,0,0,0,0,0,0,0,0
188,00,0,0,0,0,0,0,0,0,0
189,00,0,0,0,0,0,0,0,0,0
190,00,0,0,0,0,0,0,0,0,0
191,00,0,0,0,0,0,0,0,0,0
192,00,0,0,0,0,0,0,0,0,0
193,00,0,0,0,0,0,0,0,0,0
194,00,0,0,0,0,0,0,0,0,0
195,00,0,0,0,0,0,0,0,0,0
196,00,0,0,0,0,0,0,0,0,0
197,00,0,0,0,0,0,0,0,0,0
198,00,0,0,0,0,0,0,0,0,0
199,00,0,0,0,0,0,0,0,0,0
200,00,0,0,0,0,0,0,0,0,0
201,00,0,0,0,0,0,0,0,0,0
202,00,0,0,0,0,0,0,0,0,0
203,00,0,0,0,0,0,0,0,0,0
204,00,0,0,0,0,0,0,0,0,0
205,00,0,0,0,0,0,0,0,0,0
206,00,0,0,0,0,0,0,0,0,0
207,00,0,0,0,0,0,0,0,0,0
208,00,0,0,0,0,0,0,0,0,0
209,00,0,0,0,0,0,0,0,0,0
210,00,0,0,0,0,0,0,0,0,0
211,00,0,0,0,0,0,0,0,0,0
212,00,0,0,0,0,0,0,0,0,0
213,00,0,0,0,0,0,0,0,0,0
214,00,0,0,0,0,0,0,0,0,0
215,00,0,0,0,0,0,0,0,0,0
216,00,0,0,0,0,0,0,0,0,0
217,00,0,0,0,0,0,0,0,0,0
218,00,0,0,0,0,0,0,0,0,0
219,00,0,0,0,0,0,0,0,0,0
220,00,0,0,0,0,0,0,0,0,0
221,00,0,0,0,0,0,0,0,0,0
222,00,0,0,0,0,0,0,0,0,0
223,00,0,0,0,0,0,0,0,0,0
224,00,0,0,0,0,0,0,0,0,0
225,00,0,0,0,0,0,0,0,0,0
226,00,0,0,0,0,0,0,0,0,0
227,00,0,0,0,0,0,0,0,0,0
228,00,0,0,0,0,0,0,0,0,0
229,00,0,0,0,0,0,0,0,0,0
230,00,0,0,0,0,0,0,0,0,0
231,00,0,0,0,0,0,0,0,0,0
232,00,0,0,0,0,0,0,0,0,0
233,00,0,0,0,0,0,0,0,0,0
234,00,0,0,0,0,0,0,0,0,0
235,00,0,0,0,0,0,0,0,0,0
236,00,0,0,0,0,0,0,0,0,0
237,00,0,0,0,0,0,0,0,0,0
238,00,0,0,0,0,0,0,0,0,0
239,00,0,0,0,0,0,0,0,0,0
240,00,0,0,0,0,0,0,0,0,0
241,00,0,0,0,0,0,0,0,0,0
242,00,0,0,0,0,0,0,0,0,0
243,00,0,0,0,0,0,0,0,0,0
244,00,0,0,0,0,0,0,0,0,0
245,00,0,0,0,0,0,0,0,0,0
246,00,0,0,0,0,0,0,0,0,0
247,00,0,0,0,0,0,0,0,0,0
248,00,0,0,0,0,0,0,0,0,0
249,00,0,0,0,0,0,0,0,0,0
250,00,0,0,0,0,0,0,0,0,0
251,00,0,0,0,0,0,0,0,0,0
252,00,0,0,0,0,0,0,0,0,0
253,00,0,0,0,0,0,0,0,0,0
254,00,0,0,0,0,0,0,0,0,0
255,00,0,0,0,0,0,0,0,0,0
256,00,0,0,0,0,0,0,0,0,0
257,00,0,0,0,0,0,0,0,0,0
258,00,0,0,0,0,0,0,0,0,0
259,00,0,0,0,0,0,0,0,0,0
260,00,0,0,0,0,0,0,0,0,0
261,00,0,0,0,0,0,0,0,0,0
262,00,0,0,0,0,0,0,0,0,0
263,00,0,0,0,0,0,0,0,0,0
264,00,0,0,0,0,0,0,0,0,0
265,00,0,0,0,0,0,0,0,0,0
266,00,0,0,0,0,0,0,0,0,0
267,00,0,0,0,0,0,0,0,0,0
268,00,0,0,0,0,0,0,0,0,0
269,00,0,0,0,0,0,0,0,0,0
270,00,0,0,0,0,0,0,0,0,0
271,00,0,0,0,0,0,0,0,0,0
272,00,0,0,0,0,0,0,0,0,0
273,00,0,0,0,0,0,0,0,0,0
274,00,0,0,0,0,0,0,0,0,0
275,00,0,0,0,0,0,0,0,0,0
276,00,0,0,0,0,0,0,0,0,0
277,00,0,0,0,0,0,0,0,0,0
278,00,0,0,0,0,0,0,0,0,0
279,00,0,0,0,0,0,0,0,0,0
280,00,0,0,0,0,0,0,0,0,0
281,00,0,0,0,0,0,0,0,0,0
282,00,0,0,0,0,0,0,0,0,0
283,00,0,0,0,0,0,0,0,0,0
284,00,0,0,0,0,0,0,0,0,0
285,00,0,0,0,0,0,0,0,0,0
286,00,0,0,0,0,0,0,0,0,0
287,00,0,0,0,0,0,0,0,0,0
288,00,0,0,0,0,0,0,0,0,0
289,00,0,0,0,0,0,0,0,0,0
290,00,0,0,0,0,0,0,0,0,0
291,00,0,0,0,0,0,0,0,0,0
292,00,0,0,0,0,0,0,0,0,0
293,00,0,0,0,0,0,0,0,0,0
294,00,0,0,0,0,0,0,0,0,0
295,00,0,0,0,0,0,0,0,0,0
296,00,0,0,0,0,0,0,0,0,0
297,00,0,0,0,0,0,0,0,0,0
298,00,0,0,0,0,0,0,0,0,0
299,00,0,0,0,0,0,0,0,0,0
300,00,0,0,0,0,0,0,0,0,0
301,00,0,0,0,0,0,0,0,0,0
302,00,0,0,0,0,0,0,0,0,0
303,00,0,0,0,0,0,0,0,0,0
304,00,0,0,0,0,0,0,0,0,0
305,00,0,0,0,0,0,0,0,0,0
306,00,0,0,0,0,0,0,0,0,0
307,00,0,0,0,0,0,0,0,0,0
308,00,0,0,0,0,0,0,0,0,0
309,00,0,0,0,0,0,0,0,0,0
310,00,0,0,0,0,0,0,0,0,0
311,00,0,0,0,0,0,0,0,0,0
312,00,0,0,0,0,0,0,0,0,0
313,00,0,0,0,0,0,0,0,0,0
314,00,0,0,0,0,0,0,0,0,0
315,00,0,0,0,0,0,0,0,0,0
316,00,0,0,0,0,0,0,0,0,0
317,00,0,0,0,0,0,0,0,0,0
318,00,0,0,0,0,0,0,0,0,0
319,00,0,0,0,0,0,0,0,0,0
320,00,0,0,0,0,0,0,0,0,0
321,00,0,0,0,0,0,0,0,0,0
322,00,0,0,0,0,0,0,0,0,0
323,00,0,0,0,0,0,0,0,0,0
324,00,0,0,0,0,0,0,0,0,0
325,00,0,0,0,0,0,0,0,0,0
326,00,0,0,0,0,0,0,0,0,0
327,00,0,0,0,0,0,0,0,0,0
328,00,0,0,0,0,0,0,0,0,0
329,00,0,0,0,0,0,0,0,0,0
330,00,0,0,0,0,0,0,0,0,0
331,00,0,0,0,0,0,0,0,0,0
332,00,0,0,0,0,0,0,0,0,0
333,00,0,0,0,0,0,0,0,0,0
334,00,0,0,0,0,0,0,0,0,0
335,00,0,0,0,0,0,0,0,0,0
336,00,0,0,0,0,0,0,0,0,0
337,00,0,0,0,0,0,0,0,0,0
338,00,0,0,0,0,0,0,0,0,0
339,00,0,0,0,0,0,0,0,0,0
340,00,0,0,0,0,0,0,0,0,0
341,00,0,0,0,0,0,0,0,0,0
342,00,0,0,0,0,0,0,0,0,0
343,00,0,0,0,0,0,0,0,0,0
344,00,0,0,0,0,0,0,0,0,0
345,00,0,0,0,0,0,0,0,0,0
346,00,0,0,0,0,0,0,0,0,0
347,00,0,0,0,0,0,0,0,0,0
348,00,0,0,0,0,0,0,0,0,0
349,00,0,0,0,0,0,0,0,0,0
350,00,0,0,0,0,0,0,0,0,0
351,00,0,0,0,0,0,0,0,0,0
352,00,0,0,0,0,0,0,0,0,0
353,00,0,0,0,0,0,0,0,0,0
354,00,0,0,0,0,0,0,0,0,0
355,00,0,0,0,0,0,0,0,0,0
356,00,0,0,0,0,0,0,0,0,0
357,00,0,0,0,0,0,0,0,0,0
358,00,0,0,0,0,0,0,0,0,0
359,00,0,0,0,0,0,0,0,0,0
360,00,0,0,0,0,0,0,0,0,0
361,00,0,0,0,0,0,0,0,0,0
362,00,0,0,0,0,0,0,0,0,0
363,00,0,0,0,0,0,0,0,0,0
364,00,0,0,0,0,0,0,0,0,0
365,00,0,0,0,0,0,0,0,0,0
366,00,0,0,0,0,0,0,0,0,0
367,00,0,0,0,0,0,0,0,0,0
368,00,0,0,0,0,0,0,0,0,0
369,00,0,0,0,0,0,0,0,0,0
370,00,0,0,0,0,0,0,0,0,0
371,00,0,0,0,0,0,0,0,0,0
372,00,0,0,0,0,0,0,0,0,0
373,00,0,0,0,0,0,0,0,0,0
374,00,0,0,0,0,0,0,0,0,0
375,00,0,0,0,0,0,0,0,0,0
376,00,0,0,0,0,0,0,0,0,0
377,00,0,0,0,0,0,0,0,0,0
378,00,0,0,0,0,0,0,0,0,0
379,00,0,0,0,0,0,0,0,0,0
380,00,0,0,0,0,0,0,0,0,0
381,00,0,0,0,0,0,0,0,0,0
382,00,0,0,0,0,0,0,0,0,0
383,00,0,0,0,0,0,0,0,0,0
384,00,0,0,0,0,0,0,0,0,0
385,00,0,0,0,0,0,0,0,0,0
386,00,0,0,0,0,0,0,0,0,0
387,00,0,0,0,0,0,0,0,0,0
388,00,0,0,0,0,0,0,0,0,0
389,00,0,0,0,0,0,0,0,0,0
390,00,0,0,0,0,0,0,0,0,0
391,00,0,0,0,0,0,0,0,0,0
392,00,0,0,0,0,0,0,0,0,0
393,00,0,0,0,0,0,0,0,0,0
394,00,0,0,0,0,0,0,0,0,0
395,00,0,0,0,0,0,0,0,0,0
396,00,0,0,0,0,0,0,0,0,0
397,00,0,0,0,0,0,0,0,0,0
398,00,0,0,0,0,0,0,0,0,0
399,00,0,0,0,0,0,0,0,0,0
400,00,0,0,0,0,0,0,0,0,0
401,00,0,0,0,0,0,0,0,0,0
402,00,0,0,0,0,0,0,0,0,0
403,00,0,0,0,0,0,0,0,0,0
404,00,0,0,0,0,0,0,0,0,0
405,00,0,0,0,0,0,0,0,0,0
406,00,0,0,0,0,0,0,0,0,0
407,00,0,0,0,0,0,0,0,0,0
408,00,0,0,0,0,0,0,0,0,0
409,00,0,0,0,0,0,0,0,0,0
410,00,0,0,0,0,0,0,0,0,0
411,00,0,0,0,0,0,0,0,0,0
412,00,0,0,0,0,0,0,0,0,0
413,00,0,0,0,0,0,0,0,0,0
414,00,0,0,0,0,0,0,0,0,0
415,00,0,0,0,0,0,0,0,0,0
416,00,0,0,0,0,0,0,0,0,0
417,00,0,0,0,0,0,0,0,0,0
418,00,0,0,0,0,0,0,0,0,0
419,00,0,0,0,0,0,0,0,0,0
420,00,0,0,0,0,0,0,0,0,0
421,00,0,0,0,0,0,0,0,0,0
422,00,0,0,0,0,0,0,0,0,0
423,00,0,0,0,0,0,0,0,0,0
424,00,0,0,0,0,0,0,0,0,0
425,00,0,0,0,0,0,0,0,0,0
426,00,0,0,0,0,0,0,0,0,0
427,00,0,0,0,0,0,0,0,0,0
428,00,0,0,0,0,0,0,0,0,0
429,00,0,0,0,0,0,0,0,0,0
430,00,0,0,0,0,0,0,0,0,0
431,00,0,0,0,0,0,0,0,0,0
432,00,0,0,0,0,0,0,0,0,0
433,00,0,0,0,0,0,0,0,0,0
434,00,0,0,0,0,0,0,0,0,0
435,00,0,0,0,0,0,0,0,0,0
436,00,0,0,0,0,0,0,0,0,0
437,00,0,0,0,0,0,0,0,0,0
438,00,0,0,0,0,0,0,0,0,0
439,00,0,0,0,0,0,0,0,0,0
440,00,0,0,0,0,0,0,0,0,0
441,00,0,0,0,0,0,0,0,0,0
442,00,0,0,0,0,0,0,0,0,0
443,00,0,0,0,0,0,0,0,0,0
444,00,0,0,0,0,0,0,0,0,0
445,00,0,0,0,0,0,0,0,0,0
446,00,0,0,0,0,0,0,0,0,0
447,00,0,0,0,0,0,0,0,0,0
448,00,0,0,0,0,0,0,0,0,0
449,00,0,0,0,0,0,0,0,0,0
450,00,0,0,0,0,0,0,0,0,0
451,00,0,0,0,0,0,0,0,0,0
452,00,0,0,0,0,0,0,0,0,0
453,00,0,0,0,0,0,0,0,0,0
454,00,0,0,0,0,0,0,0,0,0
455,00,0,0,0,0,0,0,0,0,0
456,00,0,0,0,0,0,0,0,0,0
457,00,0,0,0,0,0,0,0,0,0
458,00,0,0,0,0,0,0,0,0,0
459,00,0,0,0,0,0,0,0,0,0
460,00,0,0,0,0,0,0,0,0,0
461,00,0,0,0,0,0,0,0,0,0
462,00,0,0,0,0,0,0,0,0,0
463,00,0,0,0,0,0,0,0,0,0
464,00,0,0,0,0,0,0,0,0,0
465,00,0,0,0,0,0,0,0,0,0
466,00,0,0,0,0,0,0,0,0,0
467,00,0,0,0,0,0,0,0,0,0
468,00,0,0,0,0,0,0,0,0,0
469,00,0,0,0,0,0,0,0,0,0
470,00,0,0,0,0,0,0,0,0,0
471,00,0,0,0,0,0,0,0,0,0
472,00,0,0,0,0,0,0,0,0,0
473,00,0,0,0,0,0,0,0,0,0
474,00,0,0,0,0,0,0,0,0,0
475,00,0,0,0,0,0,0,0,0,0
476,00,0,0,0,0,0,0,0,0,0
477,00,0,0,0,0,0,0,0,0,0
478,00,0,0,0,0,0,0,0,0,0
479,00,0,0,0,0,0,0,0,0,0
480,00,0,0,0,0,0,0,0,0,0
481,00,0,0,0,0,0,0,0,0,0
482,00,0,0,0,0,0,0,0,0,0
483,00,0,0,0,0,0,0,0,0,0
484,00,0,0,0,0,0,0,0,0,0
485,00,0,0,0,0,0,0,0,0,0
486,00,0,0,0,0,0,0,0,0,0
487,00,0,0,0,0,0,0,0,0,0
488,00,0,0,0,0,0,0,0,0,0
489,00,0,0,0,0,0,0,0,0,0
490,00,0,0,0,0,0,0,0,0,0
491,00,0,0,0,0,0,0,0,0,0
492,00,0,0,0,0,0,0,0,0,0
493,00,0,0,0,0,0,0,0,0,0
494,00,0,0,0,0,0,0,0,0,0
495,00,0,0,0,0,0,0,0,0,0
496,00,0,0,0,0,0,0,0,0,0
497,00,0,0,0,0,0,0,0,0,0
498,00,0,0,0,0,0,0,0,0,0
499,00,0,0,0,0,0,0,0,0,0
500,00,0,0,0,0,0,0,0,0,0
501,00,0,0,0,0,0,0,0,0,0
502,00,0,0,0,0,0,0,0,0,0
503,00,0,0,0,0,0,0,0,0,0
504,00,0,0,0,0,0,0,0,0,0
505,00,0,0,0,0,0,0,0,0,0
506,00,0,0,0,0,0,0,0,0,0
507,00,0,0,0,0,0,0,0,0,0
508,00,0,0,0,0,0,0,0,0,0
509,00,0,0,0,0,0,0,0,0,0
510,00,0,0,0,0,0,0,0,0,0
511,00,0,0,0,0,0,0,0,0,0
512,01,1,0,0,0,0,0,0,0,1
513,01,0,0,0,0,0,0,0,0,1
514,01,0,0,0,0,0,0,0,0,1
515,01,0,0,0,0,0,0,0,0,1
516,01,0,0,0,0,0,0,0,0,1
517,01,0,0,0,0,0,0,0,0,1
518,01,0,0,0,0,0,0,0,0,1
519,01,0,0,0,0,0,0,0,0,1
520,01,0,0,0,0,0,0,0,0,1
521,01,0,0,0,0,0,0,0,0,1
522,01,0,0,0,0,0,0,0,0,1
523,01,0,0,0,0,0,0,0,0,1
524,01,0,0,0,0,0,0,0,0,1
525,01,0,0,0,0,0,0,0,0,1
526,01,0,0,0,0,0,0,0,0,1
527,01,0,0,0,0,0,0,0,0,1
528,01,0,0,0,0,0,0,0,0,1
529,01,0,0,0,0,0,0,0,0,1
530,01,0,0,0,0,0,0,0,0,1
531,01,0,0,0,0,0,0,0,0,1
532,01,0,0,0,0,0,0,0,0,1
533,01,0,0,0,0,0,0,0,0,1
534,01,0,0,0,0,0,0,0,0,1
535,01,0,0,0,0,0,0,0,0,1
536,01,0,0,0,0,0,0,0,0,1
537,01,0,0,0,0,0,0,0,0,1
538,01,0,0,0,0,0,0,0,0,1
539,01,0,0,0,0,0,0,0,0,1
540,01,0,0,0,0,0,0,0,0,1
541,01,0,0,0,0,0,0,0,0,1
542,01,0,0,0,0,0,0,0,0,1
543,01,0,0,0,0,0,0,0,0,1
544,01,0,0,0,0,0,0,0,0,1
545,01,0,0,0,0,0,0,0,0,1
546,01,0,0,0,0,0,0,0,0,1
547,01,0,0,0,0,0,0,0,0,1
548,01,0,0,0,0,0,0,0,0,1
549,01,0,0,0,0,0,0,0,0,1
550,01,0,0,0,0,0,0,0,0,1
551,01,0,0,0,0,0,0,0,0,1
552,01,0,0,0,0,0,0,0,0,1
553,01,0,0,0,0,0,0,0,0,1
554,01,0,0,0,0,0,0,0,0,1
555,01,0,0,0,0,0,0,0,0,1
556,01,0,0,0,0,0,0,0,0,1
557,01,0,0,0,0,0,0,0,0,1
558,01,0,0,0,0,0,0,0,0,1
559,01,0,0,0,0,0,0,0,0,1
560,01,0,0,0,0,0,0,0,0,1
561,01,0,0,0,0,0,0,0,0,1
562,01,0,0,0,0,0,0,0,0,1
563,01,0,0,0,0,0,0,0,0,1
564,01,0,0,0,0,0,0,0,0,1
565,01,0,0,0,0,0,0,0,0,1
566,01,0,0,0,0,0,0,0,0,1
567,01,0,0,0,0,0,0,0,0,1
568,01,0,0,0,0,0,0,0,0,1
569,01,0,0,0,0,0,0,0,0,1
570,01,0,0,0,0,0,0,0,0,1
571,01,0,0,0,0,0,0,0,0,1
572,01,0,0,0,0,0,0,0,0,1
573,01,0,0,0,0,0,0,0,0,1
574,01,0,0,0,0,0,0,0,0,1
575,01,0,0,0,0,0,0,0,0,1
576,01,0,0,0,0,0,0,0,0,1
577,01,0,0,0,0,0,0,0,0,1
578,01,0,0,0,0,0,0,0,0,1
579,01,0,0,0,0,0,0,0,0,1
580,01,0,0,0,0,0,0,0,0,1
581,01,0,0,0,0,0,0,0,0,1
582,01,0,0,0,0,0,0,0,0,1
583,01,0,0,0,0,0,0,0,0,1
584,01,0,0,0,0,0,0,0,0,1
585,01,0,0,0,0,0,0,0,0,1
586,01,0,0,0,0,0,0,0,0,1
587,01,0,0,0,0,0,0,0,0,1
588,01,0,0,0,0,0,0,0,0,1
589,01,0,0,0,0,0,0,0,0,1
590,01,0,0,0,0,0,0,0,0,1
591,01,0,0,0,0,0,0,0,0,1
592,01,0,0,0,0,0,0,0,0,1
593,01,0,0,0,0,0,0,0,0,1
594,01,0,0,0,0,0,0,0,0,1
595,01,0,0,0,0,0,0,0,0,1
596,01,0,0,0,0,0,0,0,0,1
597,01,0,0,0,0,0,0,0,0,1
598,01,0,0,0,0,0,0,0,0,1
599,01,0,0,0,0,0,0,0,0,1
600,01,0,0,0,0,0,0,0,0,1
601,01,0,0,0,0,0,0,0,0,1
602,01,0,0,0,0,0,0,0,0,1
603,01,0,0,0,0,0,0,0,0,1
604,01,0,0,0,0,0,0,0,0,1
605,01,0,0,0,0,0,0,0,0,1
606,01,0,0,0,0,0,0,0,0,1
607,01,0,0,0,0,0,0,0,0,1
608,01,0,0,0,0,0,0,0,0,1
609,01,0,0,0,0,0,0,0,0,1
610,01,0,0,0,0,0,0,0,0,1
611,01,0,0,0,0,0,0,0,0,1
612,01,0,0,0,0,0,0,0,0,1
613,01,0,0,0,0,0,0,0,0,1
614,01,0,0,0,0,0,0,0,0,1
615,01,0,0,0,0,0,0,0,0,1
616,01,0,0,0,0,0,0,0,0,1
617,01,0,0,0,0,0,0,0,0,1
618,01,0,0,0,0,0,0,0,0,1
619,01,0,0,0,0,0,0,0,0,1
620,01,0,0,0,0,0,0,0,0,1
621,01,0,0,0,0,0,0,0,0,1
622,01,0,0,0,0,0,0,0,0,1
623,01,0,0,0,0,0,0,0,0,1
624,01,0,0,0,0,0,0,0,0,1
625,01,0,0,0,0,0,0,0,0,1
626,01,0,0,0,0,0,0,0,0,1
627,01,0,0,0,0,0,0,0,0,1
628,01,0,0,0,0,0,0,0,0,1
629,01,0,0,0,0,0,0,0,0,1
630,01,0,0,0,0,0,0,0,0,1
631,01,0,0,0,0,0,0,0,0,1
